file	A	B	A_ms	B_ms	first
QF_NRA/20161105-Sturm-MBO/mbo_E12E15.smt2	unknown	unknown	9117	9117	A
QF_NRA/20161105-Sturm-MBO/mbo_E19E25.smt2	unknown	unknown	25333	25332	B
QF_NRA/20180501-Economics-Mulligan/MulliganEconomicsModel0023c.smt2	unknown	unknown	5916	5815	A
QF_NRA/20200911-Pine/1599121900264874000.smt2	unknown	unknown	12719	12720	B
QF_NRA/20200911-Pine/1599122163933833000.smt2	unknown	unknown	5616	5514	A
QF_NRA/20220314-Uncu/Polynomial_Proof_Calls/ProveIneq_ISSAC05_Bessack_1_1.smt2	unsat	unsat	110	110	B
QF_NRA/20220314-Uncu/Rational_Function_Proof_Calls_With_Disjunctive_Denominator_Simplifications/DDC_ProveIneq_ISSAC05_LevinLHS.smt2	unknown	unknown	16025	15927	A
QF_NRA/LassoRanker/CooperatingT2/n-15a.t2.c_Iteration1_Loop_4-pieceTemplate.smt2	unknown	unknown	24230	24331	B
QF_NRA/LassoRanker/CooperatingT2/polyrank4.t2.c_Iteration10_Loop_3-pieceTemplate.smt2	unknown	unknown	24228	24230	A
QF_NRA/LassoRanker/CooperatingT2/toeplz.t2.c_Iteration7_Loop_4-pieceTemplate.smt2	unknown	unknown	24333	24333	B
QF_NRA/LassoRanker/SV-COMP/TelAviv-Amir-Minimum_true-termination.c_Iteration1_Loop_4-lexTemplate.smt2	unknown	unknown	25231	25131	A
QF_NRA/LassoRanker/Ultimate/Braverman-2006CAV-Ex1-int.bpl_Iteration1_Loop_7-phaseTemplate.smt2	unknown	unknown	24129	24129	B
QF_NRA/hycomp/ball_count_1d_plain.04.redlog_global_4.smt2	unsat	unsat	209	209	A
QF_NRA/hycomp/ball_count_1d_plain.10.qfree_global_13.smt2	unsat	unsat	1111	1110	B
QF_NRA/hycomp/ball_count_2d_hill.03.redlog_global_5.smt2	unsat	unsat	410	410	A
QF_NRA/hycomp/ball_count_2d_hill.10.seq_lazy_lemmas_global_5.smt2	unsat	unsat	3012	3012	B
QF_NRA/hycomp/ball_count_2d_hill_simple.03.seq_lazy_lemmas_global_1.smt2	unsat	unsat	209	209	A
QF_NRA/hycomp/ball_count_2d_hill_simple.05.qfree_global_11.smt2	unsat	unsat	1009	1111	B
QF_NRA/hycomp/ball_count_2d_hill_simple.10.seq_lazy_linear_enc_lemmas_global_5.smt2	unsat	unsat	1610	1610	A
QF_NRA/hycomp/ball_count_2d_plain.03.seq_lazy_lemmas_global_10.smt2	unknown	unknown	24129	24129	B
QF_NRA/hycomp/ball_count_2d_slope.02.seq_lazy_linear_enc_global_14.smt2	unknown	unknown	3913	3913	A
QF_NRA/hycomp/etcs_braking_2.01.seq_lazy_linear_enc_global_8.smt2	unknown	unknown	24127	24125	B
