file	verdict	exit	ms	online_probe	decided_by	census_blocks	last_arm	atoms	order	equality	unsupported	eq_asserted_false	assertions	assert_false	assert_eval_err	dominant_fail_label	construct	unsupported_kinds	model_decline	config_crossed	probe_sites	theory_propagate_ms	theory_final_check_ms	theory_assert_ms	decisions	final_checks	simplex_checks	simplex_rows	bound_scan_atoms
QF_LRA/2017-Heizmann-UltimateInvariantSynthesis/_array1.i_3_2_2.bpl_11.smt2	unknown	0	24123	model-did-not-replay	none	1	no-model	493	305	188	0	105	0	0	0				simplex-declined|deadline=true|wd=false	AXEYUM_LRA_WARM_CUBE,MAX_TABLEAU_CELLS	lra_theory:no-model-reconstructed=1;simplex-declined=1	9895	11321	452	3002125	14886	14886	681	524960436
QF_LRA/2017-Heizmann-UltimateInvariantSynthesis/_count_by_k.i_3_3_2.bpl_7.smt2	unknown	0	24021	model-did-not-replay	none	1	no-model	366	202	164	0	105	0	0	0				simplex-declined|deadline=true|wd=false	AXEYUM_LRA_WARM_CUBE,MAX_TABLEAU_CELLS	lra_theory:no-model-reconstructed=1;simplex-declined=1	6595	11859	256	2464457	18389	18389	530	350082414
QF_LRA/2017-Heizmann-UltimateInvariantSynthesis/_half_2.i_3_6_2.bpl_7.smt2	unknown	0	24023	model-did-not-replay	none	1	no-model	480	240	240	0	136	0	0	0				simplex-declined|deadline=true|wd=false	AXEYUM_LRA_WARM_CUBE,MAX_TABLEAU_CELLS	lra_theory:no-model-reconstructed=1;simplex-declined=1	7627	14372	331	2962617	13954	13954	720	401826150
QF_LRA/2017-Heizmann-UltimateInvariantSynthesis/_sanfoundry_10_ground.i_6_3_3.bpl_13.smt2	unknown	0	24424	model-did-not-replay	none	1	no-model	10786	3170	7616	0	1	0	0	0				fm-fallback-declined|deadline=false|wd=false	AXEYUM_LRA_WARM_CUBE,MAX_TABLEAU_CELLS	fm-fallback-declined=1;lra_theory:no-model-reconstructed=1	333	0	7	9365	1	n/a	n/a	n/a
QF_LRA/2017-Heizmann-UltimateInvariantSynthesis/_standard_copy3_ground.i_3_2_2.bpl_7.smt2	unknown	0	24122	took	none	0		0	0	0	0	0	0	0	0					AXEYUM_LRA_WARM_CUBE,MAX_TABLEAU_CELLS		19008	3226	385	2207007	4200	4200	1107	1008233562
QF_LRA/2017-Heizmann-UltimateInvariantSynthesis/_standard_init5_ground.i_3_2_2.bpl_7.smt2	unknown	0	24123	took	none	0		0	0	0	0	0	0	0	0					AXEYUM_LRA_WARM_CUBE,MAX_TABLEAU_CELLS		21397	1152	331	1443931	1603	1603	1839	1130449142
QF_LRA/2017-Heizmann-UltimateInvariantSynthesis/_standard_strcmp_ground.i_4_2_2.bpl_11.smt2	unknown	0	24224	model-did-not-replay	none	1	no-model	5058	2570	2488	0	1	0	0	0				fm-fallback-declined|deadline=false|wd=false	AXEYUM_LRA_WARM_CUBE,MAX_TABLEAU_CELLS	fm-fallback-declined=1;lra_theory:no-model-reconstructed=1	16	0	2	2919	1	n/a	n/a	n/a
QF_LRA/2017-Heizmann-UltimateInvariantSynthesis/_standard_two_index_06.i_3_2_2.bpl_7.smt2	unknown	0	24023	model-did-not-replay	none	1	no-model	387	239	148	0	80	0	0	0				simplex-declined|deadline=true|wd=false	AXEYUM_LRA_WARM_CUBE,MAX_TABLEAU_CELLS	lra_theory:no-model-reconstructed=1;simplex-declined=1	6928	14868	331	2460205	19673	19673	535	367029788
QF_LRA/2019-ezsmt/Labyrinth/SCC_Strong/0051-labyrinth-12-0.smt2	unknown	0	25126	not-probed	none	0		0	0	0	0	0	0	0	0					AXEYUM_LRA_WARM_CUBE,MAX_TABLEAU_CELLS		5711	0	19	19783	0	n/a	n/a	n/a
QF_LRA/2019-ezsmt/Labyrinth/SCC_Strong/0132-labyrinth-12-0.smt2	unknown	0	25125	not-probed	none	0		0	0	0	0	0	0	0	0					AXEYUM_LRA_WARM_CUBE,MAX_TABLEAU_CELLS		5827	0	18	20757	0	n/a	n/a	n/a
QF_LRA/2019-ezsmt/blending/1.smt2	unsat	0	5110	took	nra	0		0	0	0	0	0	0	0	0					AXEYUM_LRA_WARM_CUBE,MAX_TABLEAU_CELLS		238	4636	16	58254	19203	19203	350	12869482
QF_LRA/2019-ezsmt/blending/17.smt2	sat	0	107	took	nra	1	replayed	260	170	90	0	26	396	0	0					AXEYUM_LRA_WARM_CUBE,MAX_TABLEAU_CELLS		1	2	0	336	16	16	350	59428
QF_LRA/2019-ezsmt/blending/24.smt2	sat	0	3408	took	nra	1	replayed	260	170	90	0	17	396	0	0					AXEYUM_LRA_WARM_CUBE,MAX_TABLEAU_CELLS		114	3144	8	26931	10223	10223	350	6175864
QF_LRA/2019-ezsmt/blending/5.smt2	unsat	0	5209	took	nra	0		0	0	0	0	0	0	0	0					AXEYUM_LRA_WARM_CUBE,MAX_TABLEAU_CELLS		278	4645	15	69731	20268	20268	350	14952616
QF_LRA/2019-ezsmt/robotics/1_4.smt2	unsat	0	108	not-probed	dl-online	0		0	0	0	0	0	0	0	0							0	0	0	0	0	n/a	n/a	n/a
QF_LRA/2019-ezsmt/robotics/4_3.smt2	unsat	0	108	not-probed	dl-online	0		0	0	0	0	0	0	0	0							0	0	0	0	0	n/a	n/a	n/a
QF_LRA/2019-ezsmt/routingMin/SCC_strong/d50.9.smt2	sat	0	207	not-probed	dl-online	0		0	0	0	0	0	0	0	0							57	0	2	2657	1	n/a	n/a	n/a
QF_LRA/2019-ezsmt/travellingSalesperson/rand_70_300_1155482584_12.lp.smt2	sat	0	2408	not-probed	dl-online	0		0	0	0	0	0	0	0	0							14	0	376	693810	1	n/a	n/a	n/a
QF_LRA/2019-ezsmt/travellingSalesperson/rand_80_340_1159656267_0.lp.smt2	unknown	0	24122	took	none	0		0	0	0	0	0	0	0	0					AXEYUM_LRA_WARM_CUBE,MAX_TABLEAU_CELLS		2685	0	20	48763	0	n/a	n/a	n/a
QF_LRA/2019-ezsmt/travellingSalesperson/rand_80_340_1159656267_4.lp.smt2	sat	0	4610	not-probed	dl-online	0		0	0	0	0	0	0	0	0							24	0	861	1128942	1	n/a	n/a	n/a
QF_LRA/2019-ezsmt/travellingSalesperson/tsp_rand_70_300_1155482584_7.lp.smt2	sat	0	4108	not-probed	dl-online	0		0	0	0	0	0	0	0	0							20	0	859	951305	1	n/a	n/a	n/a
QF_LRA/DTP-Scheduling/constraints-cooking06.smt2	sat	0	107	not-probed	dl-online	0		0	0	0	0	0	0	0	0							0	0	0	0	1	n/a	n/a	n/a
QF_LRA/DTP-Scheduling/constraints-cooking14.smt2	sat	0	106	not-probed	dl-online	0		0	0	0	0	0	0	0	0							0	0	0	0	1	n/a	n/a	n/a
QF_LRA/DTP-Scheduling/constraints-cooking22.smt2	sat	0	106	not-probed	dl-online	0		0	0	0	0	0	0	0	0							0	0	0	0	1	n/a	n/a	n/a
QF_LRA/DTP-Scheduling/constraints-tempo-depth-30.smt2	sat	0	107	not-probed	dl-online	0		0	0	0	0	0	0	0	0							0	0	0	0	1	n/a	n/a	n/a
QF_LRA/DTP-Scheduling/constraints-tempo-depth-9.smt2	sat	0	106	not-probed	dl-online	0		0	0	0	0	0	0	0	0							0	0	0	0	1	n/a	n/a	n/a
QF_LRA/DTP-Scheduling/constraints-tempo-matrix8x8.pddl.smt2	sat	0	1208	not-probed	dl-online	0		0	0	0	0	0	0	0	0							992	0	1	488	1	n/a	n/a	n/a
QF_LRA/DTP-Scheduling/constraints-tempo-width-40.smt2	sat	0	1108	not-probed	dl-online	0		0	0	0	0	0	0	0	0							699	0	1	1636	1	n/a	n/a	n/a
QF_LRA/DTP-Scheduling/constraints-tempo-width-9.smt2	sat	0	106	not-probed	dl-online	0		0	0	0	0	0	0	0	0							5	0	0	78	1	n/a	n/a	n/a
QF_LRA/DTP-Scheduling/constraints-temporal-machine-shop-2-3-A10.smt2	sat	0	106	not-probed	dl-online	0		0	0	0	0	0	0	0	0							0	0	0	0	1	n/a	n/a	n/a
QF_LRA/DTP-Scheduling/constraints-tms-2-3-light-04.smt2	sat	0	107	not-probed	dl-online	0		0	0	0	0	0	0	0	0							0	0	0	2	1	n/a	n/a	n/a
QF_LRA/DTP-Scheduling/constraints-tms-2-3-light-30.smt2	sat	0	106	not-probed	dl-online	0		0	0	0	0	0	0	0	0							0	0	0	10	1	n/a	n/a	n/a
QF_LRA/LassoRanker/CooperatingT2/afagp-fail.t2.c_Iteration1_Lasso_7-phaseTemplate.smt2	unknown	0	24424	model-did-not-replay	none	1	no-model	10676	2577	8099	0	0	0	0	0				fm-fallback-declined|deadline=false|wd=false	AXEYUM_LRA_WARM_CUBE,MAX_TABLEAU_CELLS	fm-fallback-declined=1;lra_theory:no-model-reconstructed=1	386	0	8	9533	1	n/a	n/a	n/a
QF_LRA/LassoRanker/CooperatingT2/brp_withassume.t2.c_Iteration1_Loop_6-phaseTemplate.smt2	unknown	0	25123	admission-screen	none	0		0	0	0	0	0	0	0	0					AXEYUM_LRA_WARM_CUBE									
QF_LRA/LassoRanker/CooperatingT2/brp_withassume.t2.c_Iteration8_Loop_6-phaseTemplate.smt2	unknown	0	25123	admission-screen	none	0		0	0	0	0	0	0	0	0					AXEYUM_LRA_WARM_CUBE									
QF_LRA/LassoRanker/CooperatingT2/collatz.t2.c_Iteration3_Loop_7-phaseTemplate.smt2	unknown	0	24323	model-did-not-replay	none	1	no-model	7314	2034	5280	0	0	0	0	0				fm-fallback-declined|deadline=false|wd=false	AXEYUM_LRA_WARM_CUBE,MAX_TABLEAU_CELLS	fm-fallback-declined=1;lra_theory:no-model-reconstructed=1	260	0	5	6971	1	n/a	n/a	n/a
QF_LRA/LassoRanker/CooperatingT2/disj_nightmare.t2.c_Iteration2_Loop_7-phaseTemplate.smt2	unknown	0	25124	admission-screen	none	0		0	0	0	0	0	0	0	0					AXEYUM_LRA_WARM_CUBE									
QF_LRA/LassoRanker/CooperatingT2/elmhes.c.i.elmhes.pl.t2.fixed.t2.c_Iteration5_Loop_6-phaseTemplate.smt2	unknown	0	24323	model-did-not-replay	none	1	no-model	12425	4049	8376	0	0	0	0	0				fm-fallback-declined|deadline=false|wd=false	AXEYUM_LRA_WARM_CUBE,MAX_TABLEAU_CELLS	fm-fallback-declined=1;lra_theory:no-model-reconstructed=1	593	0	11	10459	1	n/a	n/a	n/a
QF_LRA/LassoRanker/CooperatingT2/eric.t2.c_Iteration1_Lasso_4-pieceTemplate.smt2	unknown	0	24224	model-did-not-replay	none	1	no-model	14369	6845	7524	0	0	0	0	0				fm-fallback-declined|deadline=false|wd=false	AXEYUM_LRA_WARM_CUBE,MAX_TABLEAU_CELLS	fm-fallback-declined=1;lra_theory:no-model-reconstructed=1	761	0	9	10146	1	n/a	n/a	n/a
QF_LRA/LassoRanker/CooperatingT2/ex11.t2.c_Iteration1_Lasso_7-phaseTemplate.smt2	unknown	0	24424	admission-screen	none	0		0	0	0	0	0	0	0	0					AXEYUM_LRA_WARM_CUBE									
QF_LRA/LassoRanker/CooperatingT2/firewire.t2.c_Iteration1_Lasso_4-lexTemplate.smt2	unknown	0	24522	admission-screen	none	0		0	0	0	0	0	0	0	0					AXEYUM_LRA_WARM_CUBE									
QF_LRA/LassoRanker/CooperatingT2/firewire.t2.c_Iteration3_Loop_4-pieceTemplate.smt2	unknown	0	24325	model-did-not-replay	none	1	no-model	15069	7880	7189	0	0	0	0	0				fm-fallback-declined|deadline=false|wd=false	AXEYUM_LRA_WARM_CUBE,MAX_TABLEAU_CELLS	fm-fallback-declined=1;lra_theory:no-model-reconstructed=1	364	0	9	8972	1	n/a	n/a	n/a
QF_LRA/LassoRanker/CooperatingT2/hongyi1.t2.c_Iteration1_Loop_4-lexTemplate.smt2	unknown	0	24623	admission-screen	none	0		0	0	0	0	0	0	0	0					AXEYUM_LRA_WARM_CUBE									
QF_LRA/LassoRanker/CooperatingT2/hongyi1.t2.c_Iteration9_Loop_4-lexTemplate.smt2	unknown	0	24724	admission-screen	none	0		0	0	0	0	0	0	0	0					AXEYUM_LRA_WARM_CUBE									
QF_LRA/LassoRanker/CooperatingT2/janne_complex.t2.c_Iteration3_Lasso_4-pieceTemplate.smt2	unknown	0	24523	admission-screen	none	0		0	0	0	0	0	0	0	0					AXEYUM_LRA_WARM_CUBE									
QF_LRA/LassoRanker/CooperatingT2/ludcmp.c.i.ludcmp.pl.t2.fixed.t2.c_Iteration8_Loop_7-phaseTemplate.smt2	unknown	0	24325	model-did-not-replay	none	1	no-model	8956	2178	6778	0	0	0	0	0				fm-fallback-declined|deadline=false|wd=false	AXEYUM_LRA_WARM_CUBE,MAX_TABLEAU_CELLS	fm-fallback-declined=1;lra_theory:no-model-reconstructed=1	335	0	7	8469	1	n/a	n/a	n/a
QF_LRA/LassoRanker/CooperatingT2/ludcmp.t2.c_Iteration8_Loop_7-phaseTemplate.smt2	unknown	0	24923	admission-screen	none	0		0	0	0	0	0	0	0	0					AXEYUM_LRA_WARM_CUBE									
QF_LRA/LassoRanker/CooperatingT2/matrixsqrt.t2.c_Iteration12_Loop_7-phaseTemplate.smt2	unknown	0	24224	model-did-not-replay	none	1	no-model	6764	2130	4634	0	0	0	0	0				fm-fallback-declined|deadline=false|wd=false	AXEYUM_LRA_WARM_CUBE,MAX_TABLEAU_CELLS	fm-fallback-declined=1;lra_theory:no-model-reconstructed=1	244	0	5	6325	1	n/a	n/a	n/a
QF_LRA/LassoRanker/CooperatingT2/p-43.t2.c_Iteration4_Loop_4-pieceTemplate.smt2	none	134	8485			0		0	0	0	0	0	0	0	0														
QF_LRA/LassoRanker/CooperatingT2/p-46.t2.c_Iteration2_Loop_7-phaseTemplate.smt2	unknown	0	24724	admission-screen	none	0		0	0	0	0	0	0	0	0					AXEYUM_LRA_WARM_CUBE									
QF_LRA/LassoRanker/CooperatingT2/queens.t2.c_Iteration19_Loop_7-phaseTemplate.smt2	unknown	0	24623	model-did-not-replay	none	1	no-model	15647	2802	12845	0	0	0	0	0				fm-fallback-declined|deadline=false|wd=false	AXEYUM_LRA_WARM_CUBE,MAX_TABLEAU_CELLS	fm-fallback-declined=1;lra_theory:no-model-reconstructed=1	582	0	13	14536	1	n/a	n/a	n/a
